ICD10Code,CCSRCategory,Infection,BacterialInfection,Focus
G900,NVS006,FALSE,FALSE,"NA"
G901,NVS006,FALSE,FALSE,"NA"
G902,NVS019,FALSE,FALSE,"NA"
G903,NVS006,FALSE,FALSE,"NA"
G904,NVS006,FALSE,FALSE,"NA"
G905,NVS019,FALSE,FALSE,"NA"
G908,NVS020,FALSE,FALSE,"NA"
G909,NVS020,FALSE,FALSE,"NA"
G910,NVS020,FALSE,FALSE,"NA"
G911,NVS020,FALSE,FALSE,"NA"
G912,NVS020,FALSE,FALSE,"NA"
G913,NVS020,FALSE,FALSE,"NA"
G914,XXX000,FALSE,FALSE,"NA"
G918,NVS020,FALSE,FALSE,"NA"
G919,NVS020,FALSE,FALSE,"NA"
G92,NVS020,FALSE,FALSE,"NA"
G920,NVS020,FALSE,FALSE,"NA"
G928,NVS020,FALSE,FALSE,"NA"
G929,NVS020,FALSE,FALSE,"NA"
G930,NVS020,FALSE,FALSE,"NA"
G931,NVS013,FALSE,FALSE,"NA"
G932,NVS020,FALSE,FALSE,"NA"
G933,NVS020,FALSE,FALSE,"NA"
G934,NVS020,FALSE,FALSE,"NA"
G935,NVS020,FALSE,FALSE,"NA"
G936,NVS020,FALSE,FALSE,"NA"
G937,NVS020,FALSE,FALSE,"NA"
G938,NVS020,FALSE,FALSE,"NA"
G939,NVS020,FALSE,FALSE,"NA"
G94,XXX000,FALSE,FALSE,"NA"
G950,NVS020,FALSE,FALSE,"NA"
G951,NVS020,FALSE,FALSE,"NA"
G952,NVS020,FALSE,FALSE,"NA"
G958,NVS020,FALSE,FALSE,"NA"
G959,NVS020,FALSE,FALSE,"NA"
G960,NVS020,FALSE,FALSE,"NA"
G961,NVS020,FALSE,FALSE,"NA"
G968,NVS020,FALSE,FALSE,"NA"
G969,NVS020,FALSE,FALSE,"NA"
G970,NVS021,FALSE,FALSE,"NA"
G971,NVS021,FALSE,FALSE,"NA"
G972,NVS021,FALSE,FALSE,"NA"
G973,NVS021,FALSE,FALSE,"NA"
G974,NVS021,FALSE,FALSE,"NA"
G975,NVS021,FALSE,FALSE,"NA"
G976,NVS021,FALSE,FALSE,"NA"
G978,NVS021,FALSE,FALSE,"NA"
G980,MUS032,FALSE,FALSE,"NA"
G988,NVS020,FALSE,FALSE,"NA"
G990,XXX000,FALSE,FALSE,"NA"
G992,XXX000,FALSE,FALSE,"NA"
G998,XXX000,FALSE,FALSE,"NA"
H000,EYE001,FALSE,FALSE,"NA"
H001,EYE001,FALSE,FALSE,"NA"
H010,EYE001,FALSE,FALSE,"NA"
H011,EYE001,FALSE,FALSE,"NA"
H018,EYE001,FALSE,FALSE,"NA"
H019,EYE001,FALSE,FALSE,"NA"
H020,EYE001,FALSE,FALSE,"NA"
H021,EYE001,FALSE,FALSE,"NA"
H022,EYE001,FALSE,FALSE,"NA"
H023,EYE008,FALSE,FALSE,"NA"
H024,EYE008,FALSE,FALSE,"NA"
H025,EYE008,FALSE,FALSE,"NA"
H026,EYE008,FALSE,FALSE,"NA"
H027,EYE008,FALSE,FALSE,"NA"
H028,EYE008; EYE001,FALSE,FALSE,"NA"
H029,EYE008,FALSE,FALSE,"NA"
H040,EYE008,FALSE,FALSE,"NA"
H041,EYE008; EYE001,FALSE,FALSE,"NA"
H042,EYE001,FALSE,FALSE,"NA"
H043,EYE008,FALSE,FALSE,"NA"
H044,EYE008,FALSE,FALSE,"NA"
H045,EYE008,FALSE,FALSE,"NA"
H046,EYE008,FALSE,FALSE,"NA"
H048,EYE008,FALSE,FALSE,"NA"
H049,EYE008,FALSE,FALSE,"NA"
H050,EYE008,FALSE,FALSE,"NA"
H051,EYE008,FALSE,FALSE,"NA"
H052,EYE008,FALSE,FALSE,"NA"
H053,EYE008,FALSE,FALSE,"NA"
H054,EYE008,FALSE,FALSE,"NA"
H055,EYE008,FALSE,FALSE,"NA"
H058,EYE008,FALSE,FALSE,"NA"
H059,EYE008,FALSE,FALSE,"NA"
H100,EYE001,FALSE,FALSE,"NA"
H101,EYE001,FALSE,FALSE,"NA"
H102,EYE001,FALSE,FALSE,"NA"
H103,EYE001,FALSE,FALSE,"NA"
H104,EYE001,FALSE,FALSE,"NA"
H105,EYE001,FALSE,FALSE,"NA"
H108,EYE001,FALSE,FALSE,"NA"
H109,EYE001,FALSE,FALSE,"NA"
H110,EYE001,FALSE,FALSE,"NA"
H111,EYE001,FALSE,FALSE,"NA"
H112,EYE001,FALSE,FALSE,"NA"
H113,EYE001,FALSE,FALSE,"NA"
H114,EYE001,FALSE,FALSE,"NA"
H118,EYE001,FALSE,FALSE,"NA"
H119,EYE001,FALSE,FALSE,"NA"
H150,EYE001,FALSE,FALSE,"NA"
H151,EYE001,FALSE,FALSE,"NA"
H158,EYE001,FALSE,FALSE,"NA"
H159,EYE001,FALSE,FALSE,"NA"
H160,EYE001,FALSE,FALSE,"NA"
H161,EYE001,FALSE,FALSE,"NA"
H162,EYE001,FALSE,FALSE,"NA"
H163,EYE001,FALSE,FALSE,"NA"
H164,EYE001,FALSE,FALSE,"NA"
H168,XXX000,FALSE,FALSE,"NA"
H169,EYE001,FALSE,FALSE,"NA"
H170,EYE001,FALSE,FALSE,"NA"
H171,EYE001,FALSE,FALSE,"NA"
H178,EYE001,FALSE,FALSE,"NA"
H179,EYE001,FALSE,FALSE,"NA"
H180,EYE001,FALSE,FALSE,"NA"
H181,EYE001,FALSE,FALSE,"NA"
H182,EYE001,FALSE,FALSE,"NA"
H183,EYE001,FALSE,FALSE,"NA"
H184,EYE001,FALSE,FALSE,"NA"
H185,EYE001,FALSE,FALSE,"NA"
H186,EYE001,FALSE,FALSE,"NA"
H187,EYE001,FALSE,FALSE,"NA"
H188,EYE001,FALSE,FALSE,"NA"
H189,EYE001,FALSE,FALSE,"NA"
H200,EYE004,FALSE,FALSE,"NA"
H201,EYE004,FALSE,FALSE,"NA"
H202,EYE004,FALSE,FALSE,"NA"
H208,EYE004,FALSE,FALSE,"NA"
H209,EYE004,FALSE,FALSE,"NA"
H210,EYE012,FALSE,FALSE,"NA"
H211,EYE012,FALSE,FALSE,"NA"
H212,EYE012,FALSE,FALSE,"NA"
H213,EYE012,FALSE,FALSE,"NA"
H214,EYE012,FALSE,FALSE,"NA"
H215,EYE012; EYE003,FALSE,FALSE,"NA"
H218,EYE012,FALSE,FALSE,"NA"
H219,EYE012,FALSE,FALSE,"NA"
H22,XXX000,FALSE,FALSE,"NA"
H250,EYE002,FALSE,FALSE,"NA"
H251,EYE002,FALSE,FALSE,"NA"
H252,EYE002,FALSE,FALSE,"NA"
H258,EYE002,FALSE,FALSE,"NA"
H259,EYE002,FALSE,FALSE,"NA"
H260,EYE002,FALSE,FALSE,"NA"
H261,EYE002,FALSE,FALSE,"NA"
H262,EYE002,FALSE,FALSE,"NA"
H263,INJ030,FALSE,FALSE,"NA"
H264,EYE002,FALSE,FALSE,"NA"
H268,EYE002,FALSE,FALSE,"NA"
H269,EYE002,FALSE,FALSE,"NA"
H270,EYE002,FALSE,FALSE,"NA"
H271,EYE002,FALSE,FALSE,"NA"
H278,EYE002,FALSE,FALSE,"NA"
H279,EYE002,FALSE,FALSE,"NA"
H28,XXX000,FALSE,FALSE,"NA"
H300,EYE004,FALSE,FALSE,"NA"
H301,EYE004,FALSE,FALSE,"NA"
H302,EYE004,FALSE,FALSE,"NA"
H308,EYE004,FALSE,FALSE,"NA"
H309,EYE004,FALSE,FALSE,"NA"
H310,EYE005,FALSE,FALSE,"NA"
H311,EYE005,FALSE,FALSE,"NA"
H312,EYE005,FALSE,FALSE,"NA"
H313,EYE005,FALSE,FALSE,"NA"
H314,EYE005,FALSE,FALSE,"NA"
H318,EYE005,FALSE,FALSE,"NA"
H319,EYE005,FALSE,FALSE,"NA"
H32,XXX000,FALSE,FALSE,"NA"
H330,EYE005,FALSE,FALSE,"NA"
H331,EYE005,FALSE,FALSE,"NA"
H332,EYE005,FALSE,FALSE,"NA"
H333,EYE005,FALSE,FALSE,"NA"
H334,EYE005,FALSE,FALSE,"NA"
H338,EYE005,FALSE,FALSE,"NA"
H340,EYE005,FALSE,FALSE,"NA"
H341,EYE005,FALSE,FALSE,"NA"
H342,EYE005,FALSE,FALSE,"NA"
H348,EYE005,FALSE,FALSE,"NA"
H349,EYE005,FALSE,FALSE,"NA"
H350,EYE005,FALSE,FALSE,"NA"
H351,EYE005,FALSE,FALSE,"NA"
H352,EYE005,FALSE,FALSE,"NA"
H353,EYE005,FALSE,FALSE,"NA"
H354,EYE005,FALSE,FALSE,"NA"
H355,EYE005,FALSE,FALSE,"NA"
H356,EYE005,FALSE,FALSE,"NA"
H357,EYE005,FALSE,FALSE,"NA"
H358,EYE005,FALSE,FALSE,"NA"
H359,EYE005,FALSE,FALSE,"NA"
H36,XXX000,FALSE,FALSE,"NA"
H400,EYE003,FALSE,FALSE,"NA"
H401,EYE003; XXX000,FALSE,FALSE,"NA"
H402,EYE003,FALSE,FALSE,"NA"
H403,EYE003,FALSE,FALSE,"NA"
H404,EYE003,FALSE,FALSE,"NA"
H405,EYE003,FALSE,FALSE,"NA"
H406,EYE003,FALSE,FALSE,"NA"
H408,EYE003,FALSE,FALSE,"NA"
H409,EYE003,FALSE,FALSE,"NA"
H42,XXX000,FALSE,FALSE,"NA"
H430,EYE005,FALSE,FALSE,"NA"
H431,EYE005,FALSE,FALSE,"NA"
H432,EYE005,FALSE,FALSE,"NA"
H433,EYE005,FALSE,FALSE,"NA"
H438,EYE005,FALSE,FALSE,"NA"
H439,EYE005,FALSE,FALSE,"NA"
H440,EYE004,FALSE,FALSE,"NA"
H441,EYE004,FALSE,FALSE,"NA"
H442,EYE012,FALSE,FALSE,"NA"
H443,EYE012,FALSE,FALSE,"NA"
H444,EYE012,FALSE,FALSE,"NA"
H445,EYE012; EYE003,FALSE,FALSE,"NA"
H446,EYE012,FALSE,FALSE,"NA"
H447,EYE012,FALSE,FALSE,"NA"
H448,EYE012; EYE008,FALSE,FALSE,"NA"
H449,EYE008,FALSE,FALSE,"NA"
H460,EYE006,FALSE,FALSE,"NA"
H461,EYE006,FALSE,FALSE,"NA"
H462,EYE006,FALSE,FALSE,"NA"
H463,EYE006,FALSE,FALSE,"NA"
H468,EYE006,FALSE,FALSE,"NA"
H469,EYE006,FALSE,FALSE,"NA"
H470,EYE006,FALSE,FALSE,"NA"
H471,EYE006,FALSE,FALSE,"NA"
H472,EYE006,FALSE,FALSE,"NA"
H473,EYE006,FALSE,FALSE,"NA"
H474,EYE006; NEO074,FALSE,FALSE,"NA"
H475,EYE006; NEO074,FALSE,FALSE,"NA"
H476,EYE006; NEO074,FALSE,FALSE,"NA"
H479,EYE006,FALSE,FALSE,"NA"
H490,EYE006,FALSE,FALSE,"NA"
H491,EYE006,FALSE,FALSE,"NA"
H492,EYE006,FALSE,FALSE,"NA"
H493,EYE006,FALSE,FALSE,"NA"
H494,EYE006,FALSE,FALSE,"NA"
H498,EYE006,FALSE,FALSE,"NA"
H499,EYE006,FALSE,FALSE,"NA"
H500,EYE007,FALSE,FALSE,"NA"
H501,EYE007,FALSE,FALSE,"NA"
H502,EYE007,FALSE,FALSE,"NA"
H503,EYE007,FALSE,FALSE,"NA"
H504,EYE007,FALSE,FALSE,"NA"
H505,EYE007,FALSE,FALSE,"NA"
H506,EYE007,FALSE,FALSE,"NA"
H508,EYE007,FALSE,FALSE,"NA"
H509,EYE007,FALSE,FALSE,"NA"
H510,EYE012,FALSE,FALSE,"NA"
H511,EYE012,FALSE,FALSE,"NA"
H512,EYE006,FALSE,FALSE,"NA"
H518,EYE006,FALSE,FALSE,"NA"
H519,EYE006,FALSE,FALSE,"NA"
H520,EYE009,FALSE,FALSE,"NA"
H521,EYE009,FALSE,FALSE,"NA"
H522,EYE009,FALSE,FALSE,"NA"
H523,EYE009,FALSE,FALSE,"NA"
H524,EYE009,FALSE,FALSE,"NA"
H525,EYE009,FALSE,FALSE,"NA"
H526,EYE009,FALSE,FALSE,"NA"
H527,EYE009,FALSE,FALSE,"NA"
H530,EYE010,FALSE,FALSE,"NA"
H531,EYE010,FALSE,FALSE,"NA"
H532,EYE010,FALSE,FALSE,"NA"
H533,EYE010,FALSE,FALSE,"NA"
H534,EYE010,FALSE,FALSE,"NA"
H535,EYE010,FALSE,FALSE,"NA"
H536,EYE010,FALSE,FALSE,"NA"
H537,EYE010,FALSE,FALSE,"NA"
H538,EYE010,FALSE,FALSE,"NA"
H539,EYE010,FALSE,FALSE,"NA"
H540,EYE010,FALSE,FALSE,"NA"
H541,EYE010,FALSE,FALSE,"NA"
H542,EYE010,FALSE,FALSE,"NA"
H543,EYE010,FALSE,FALSE,"NA"
H544,EYE010,FALSE,FALSE,"NA"
H545,EYE010,FALSE,FALSE,"NA"
H546,EYE010,FALSE,FALSE,"NA"
H547,XXX000,FALSE,FALSE,"NA"
H548,EYE010,FALSE,FALSE,"NA"
H550,EYE012,FALSE,FALSE,"NA"
H558,EYE012,FALSE,FALSE,"NA"
H570,EYE012,FALSE,FALSE,"NA"
H571,EYE012,FALSE,FALSE,"NA"
H578,EYE012; EYE008,FALSE,FALSE,"NA"
H579,XXX000,FALSE,FALSE,"NA"
H590,EYE011,FALSE,FALSE,"NA"
H591,EYE011,FALSE,FALSE,"NA"
H592,EYE011,FALSE,FALSE,"NA"
H593,EYE011,FALSE,FALSE,"NA"
H594,EYE011,FALSE,FALSE,"NA"
H598,EYE011,FALSE,FALSE,"NA"
H600,EAR006,FALSE,FALSE,"NA"
H601,EAR006,FALSE,FALSE,"NA"
H602,EAR006,FALSE,FALSE,"NA"
H603,EAR006,FALSE,FALSE,"NA"
H604,EAR006,FALSE,FALSE,"NA"
H605,EAR006,FALSE,FALSE,"NA"
H606,EAR006,FALSE,FALSE,"NA"
H608,EAR006,FALSE,FALSE,"NA"
H609,EAR006,FALSE,FALSE,"NA"
H610,EAR006,FALSE,FALSE,"NA"
H611,EAR006,FALSE,FALSE,"NA"
H612,EAR006,FALSE,FALSE,"NA"
H613,EAR006,FALSE,FALSE,"NA"
H618,EAR006,FALSE,FALSE,"NA"
H619,EAR006,FALSE,FALSE,"NA"
H624,XXX000,FALSE,FALSE,"NA"
H628,XXX000,FALSE,FALSE,"NA"
H650,EAR001,TRUE,TRUE,Respiratory
H651,EAR001,TRUE,TRUE,Respiratory
H652,EAR001,TRUE,TRUE,Respiratory
H653,EAR001,TRUE,TRUE,Respiratory
H654,EAR001,TRUE,TRUE,Respiratory
H659,EAR001,TRUE,TRUE,Respiratory
H660,EAR001,TRUE,TRUE,Respiratory
H661,EAR001,TRUE,TRUE,Respiratory
H662,EAR001,TRUE,TRUE,Respiratory
H663,EAR001,TRUE,TRUE,Respiratory
H664,EAR001,TRUE,TRUE,Respiratory
H669,EAR001,TRUE,TRUE,Respiratory
H671,XXX000,FALSE,FALSE,"NA"
H672,XXX000,FALSE,FALSE,"NA"
H673,XXX000,FALSE,FALSE,"NA"
H679,XXX000,FALSE,FALSE,"NA"
H680,EAR002,FALSE,FALSE,"NA"
H681,EAR002,FALSE,FALSE,"NA"
H690,EAR002,FALSE,FALSE,"NA"
H698,EAR002,FALSE,FALSE,"NA"
H699,EAR002,FALSE,FALSE,"NA"
H700,EAR002,FALSE,FALSE,"NA"
H701,EAR002,FALSE,FALSE,"NA"
H702,EAR002,FALSE,FALSE,"NA"
H708,EAR002,FALSE,FALSE,"NA"
H709,EAR002,FALSE,FALSE,"NA"
H710,EAR002,FALSE,FALSE,"NA"
H711,EAR002,FALSE,FALSE,"NA"
H712,EAR002,FALSE,FALSE,"NA"
H713,EAR002,FALSE,FALSE,"NA"
H719,EAR002,FALSE,FALSE,"NA"
H720,EAR002,FALSE,FALSE,"NA"
H721,EAR002,FALSE,FALSE,"NA"
H722,EAR002,FALSE,FALSE,"NA"
H728,EAR002,FALSE,FALSE,"NA"
H729,EAR002,FALSE,FALSE,"NA"
H730,EAR002,FALSE,FALSE,"NA"
H731,EAR002,FALSE,FALSE,"NA"
H732,EAR002,FALSE,FALSE,"NA"
H738,EAR002,FALSE,FALSE,"NA"
H739,EAR002,FALSE,FALSE,"NA"
H740,EAR002,FALSE,FALSE,"NA"
H741,EAR002,FALSE,FALSE,"NA"
H742,EAR002,FALSE,FALSE,"NA"
H743,EAR002,FALSE,FALSE,"NA"
H744,EAR002,FALSE,FALSE,"NA"
H748,EAR002,FALSE,FALSE,"NA"
H749,EAR002,FALSE,FALSE,"NA"
H750,XXX000,FALSE,FALSE,"NA"
H758,XXX000,FALSE,FALSE,"NA"
H800,EAR003,FALSE,FALSE,"NA"
H801,EAR003,FALSE,FALSE,"NA"
H802,EAR003,FALSE,FALSE,"NA"
H808,EAR003,FALSE,FALSE,"NA"
H809,EAR003,FALSE,FALSE,"NA"
H810,EAR003,FALSE,FALSE,"NA"
H811,EAR003,FALSE,FALSE,"NA"
H812,EAR003,FALSE,FALSE,"NA"
H813,EAR003,FALSE,FALSE,"NA"
H814,EAR003,FALSE,FALSE,"NA"
H818,EAR003,FALSE,FALSE,"NA"
H819,EAR003,FALSE,FALSE,"NA"
H821,XXX000,FALSE,FALSE,"NA"
H822,XXX000,FALSE,FALSE,"NA"
H823,XXX000,FALSE,FALSE,"NA"
H829,XXX000,FALSE,FALSE,"NA"
H830,EAR003,FALSE,FALSE,"NA"
H831,EAR003,FALSE,FALSE,"NA"
H832,EAR003,FALSE,FALSE,"NA"
H833,EAR003,FALSE,FALSE,"NA"
H838,EAR003,FALSE,FALSE,"NA"
H839,EAR003,FALSE,FALSE,"NA"
H900,EAR004,FALSE,FALSE,"NA"
H901,EAR004,FALSE,FALSE,"NA"
H902,EAR004,FALSE,FALSE,"NA"
H903,EAR004,FALSE,FALSE,"NA"
H904,EAR004,FALSE,FALSE,"NA"
H905,EAR004,FALSE,FALSE,"NA"
H906,EAR004,FALSE,FALSE,"NA"
H907,EAR004,FALSE,FALSE,"NA"
H908,EAR004,FALSE,FALSE,"NA"
H90A,EAR004,FALSE,FALSE,"NA"
H910,EAR004,FALSE,FALSE,"NA"
H911,EAR004,FALSE,FALSE,"NA"
H912,EAR004,FALSE,FALSE,"NA"
H913,EAR004,FALSE,FALSE,"NA"
H918,EAR004,FALSE,FALSE,"NA"
H919,EAR004,FALSE,FALSE,"NA"
H920,EAR006,FALSE,FALSE,"NA"
H921,EAR006,FALSE,FALSE,"NA"
H922,EAR006,FALSE,FALSE,"NA"
H930,EAR004; EAR006,FALSE,FALSE,"NA"
H931,EAR006,FALSE,FALSE,"NA"
H932,EAR006,FALSE,FALSE,"NA"
H933,EAR006,FALSE,FALSE,"NA"
H938,EAR006,FALSE,FALSE,"NA"
H939,XXX000,FALSE,FALSE,"NA"
H93A,EAR006,FALSE,FALSE,"NA"
H940,XXX000,FALSE,FALSE,"NA"
H948,XXX000,FALSE,FALSE,"NA"
H950,EAR005,FALSE,FALSE,"NA"
H951,EAR005,FALSE,FALSE,"NA"
H952,EAR005,FALSE,FALSE,"NA"
H953,EAR005,FALSE,FALSE,"NA"
H954,EAR005,FALSE,FALSE,"NA"
H955,EAR005,FALSE,FALSE,"NA"
H958,EAR005,FALSE,FALSE,"NA"
I00,CIR002,FALSE,FALSE,"NA"
I010,CIR002,FALSE,FALSE,"NA"
I011,CIR002,FALSE,FALSE,"NA"
I012,CIR002,FALSE,FALSE,"NA"
I018,CIR002,FALSE,FALSE,"NA"
I019,CIR002,FALSE,FALSE,"NA"
I020,CIR002,FALSE,FALSE,"NA"
I029,CIR002,FALSE,FALSE,"NA"
I050,CIR001,FALSE,FALSE,"NA"
I051,CIR001,FALSE,FALSE,"NA"
I052,CIR001,FALSE,FALSE,"NA"
I058,CIR001,FALSE,FALSE,"NA"
I059,CIR001,FALSE,FALSE,"NA"
I060,CIR001,FALSE,FALSE,"NA"
I061,CIR001,FALSE,FALSE,"NA"
I062,CIR001,FALSE,FALSE,"NA"
I068,CIR001,FALSE,FALSE,"NA"
I069,CIR001,FALSE,FALSE,"NA"
I070,CIR001,FALSE,FALSE,"NA"
I071,CIR001,FALSE,FALSE,"NA"
I072,CIR001,FALSE,FALSE,"NA"
I078,CIR001,FALSE,FALSE,"NA"
I079,CIR001,FALSE,FALSE,"NA"
I080,CIR001,FALSE,FALSE,"NA"
I081,CIR001,FALSE,FALSE,"NA"
I082,CIR001,FALSE,FALSE,"NA"
I083,CIR001,FALSE,FALSE,"NA"
I088,CIR001,FALSE,FALSE,"NA"
I089,CIR001,FALSE,FALSE,"NA"
I090,CIR001,FALSE,FALSE,"NA"
I091,CIR001,FALSE,FALSE,"NA"
I092,CIR001,FALSE,FALSE,"NA"
I098,CIR019; CIR001,FALSE,FALSE,"NA"
I099,CIR001,FALSE,FALSE,"NA"
I10,CIR007,FALSE,FALSE,"NA"
I110,CIR019,FALSE,FALSE,"NA"
I119,CIR008,FALSE,FALSE,"NA"
I120,GEN003,FALSE,FALSE,"NA"
I129,GEN003,FALSE,FALSE,"NA"
I130,CIR019,FALSE,FALSE,"NA"
I131,GEN003,FALSE,FALSE,"NA"
I132,GEN003,FALSE,FALSE,"NA"
I150,CIR008,FALSE,FALSE,"NA"
I151,CIR008,FALSE,FALSE,"NA"
I152,CIR008,FALSE,FALSE,"NA"
I158,CIR008,FALSE,FALSE,"NA"
I159,CIR008,FALSE,FALSE,"NA"
I160,CIR008,FALSE,FALSE,"NA"
I161,CIR008,FALSE,FALSE,"NA"
I169,CIR008,FALSE,FALSE,"NA"
I200,CIR011,FALSE,FALSE,"NA"
I201,CIR011,FALSE,FALSE,"NA"
I208,CIR011,FALSE,FALSE,"NA"
I209,CIR011,FALSE,FALSE,"NA"
I210,CIR009,FALSE,FALSE,"NA"
I211,CIR009,FALSE,FALSE,"NA"
I212,CIR009,FALSE,FALSE,"NA"
I213,CIR009,FALSE,FALSE,"NA"
I214,CIR009,FALSE,FALSE,"NA"
I219,CIR009,FALSE,FALSE,"NA"
I21A,CIR009,FALSE,FALSE,"NA"
I220,CIR009,FALSE,FALSE,"NA"
I221,CIR009,FALSE,FALSE,"NA"
I222,CIR009,FALSE,FALSE,"NA"
I228,CIR009,FALSE,FALSE,"NA"
I229,CIR009,FALSE,FALSE,"NA"
I230,CIR010,FALSE,FALSE,"NA"
I231,CIR010,FALSE,FALSE,"NA"
I232,CIR010,FALSE,FALSE,"NA"
I233,CIR010,FALSE,FALSE,"NA"
I234,CIR010,FALSE,FALSE,"NA"
I235,CIR010,FALSE,FALSE,"NA"
I236,CIR010,FALSE,FALSE,"NA"
I237,CIR010,FALSE,FALSE,"NA"
I238,CIR010,FALSE,FALSE,"NA"
I240,CIR011,FALSE,FALSE,"NA"
I241,CIR010,FALSE,FALSE,"NA"
I248,CIR011,FALSE,FALSE,"NA"
I249,CIR011,FALSE,FALSE,"NA"
I251,CIR011,FALSE,FALSE,"NA"
I252,CIR011,FALSE,FALSE,"NA"
I253,CIR015,FALSE,FALSE,"NA"
I254,CIR015; CIR027,FALSE,FALSE,"NA"
I255,CIR011,FALSE,FALSE,"NA"
I256,CIR011,FALSE,FALSE,"NA"
I257,CIR011,FALSE,FALSE,"NA"
I258,CIR011; XXX000,FALSE,FALSE,"NA"
I259,CIR011,FALSE,FALSE,"NA"
I260,XXX000; CIR013,FALSE,FALSE,"NA"
I269,XXX000; CIR013,FALSE,FALSE,"NA"
I270,CIR014,FALSE,FALSE,"NA"
I271,CIR014,FALSE,FALSE,"NA"
I272,CIR014,FALSE,FALSE,"NA"
I278,CIR014,FALSE,FALSE,"NA"
I279,CIR014,FALSE,FALSE,"NA"
I280,CIR014,FALSE,FALSE,"NA"
I281,CIR014,FALSE,FALSE,"NA"
I288,CIR014,FALSE,FALSE,"NA"
I289,CIR014,FALSE,FALSE,"NA"
I300,CIR006,TRUE,FALSE,"NA"
I301,CIR006,TRUE,FALSE,"NA"
I308,CIR006,TRUE,FALSE,"NA"
I309,CIR006,TRUE,FALSE,"NA"
I310,CIR006,TRUE,FALSE,"NA"
I311,CIR006,TRUE,FALSE,"NA"
I312,CIR006,TRUE,FALSE,"NA"
I313,CIR006,TRUE,FALSE,"NA"
I314,XXX000,FALSE,FALSE,"NA"
I318,CIR006,TRUE,FALSE,"NA"
I319,CIR006,TRUE,FALSE,"NA"
I32,XXX000,FALSE,FALSE,"NA"
I330,CIR004,TRUE,TRUE,Other
I339,CIR004,TRUE,TRUE,Other
I340,CIR003,FALSE,FALSE,"NA"
I341,CIR003,FALSE,FALSE,"NA"
I342,CIR003,FALSE,FALSE,"NA"
I348,CIR003,FALSE,FALSE,"NA"
I349,CIR003,FALSE,FALSE,"NA"
I350,CIR003,FALSE,FALSE,"NA"
I351,CIR003,FALSE,FALSE,"NA"
I352,CIR003,FALSE,FALSE,"NA"
I358,CIR003,FALSE,FALSE,"NA"
I359,CIR003,FALSE,FALSE,"NA"
I360,CIR003,FALSE,FALSE,"NA"
I361,CIR003,FALSE,FALSE,"NA"
I362,CIR003,FALSE,FALSE,"NA"
I368,CIR003,FALSE,FALSE,"NA"
I369,CIR003,FALSE,FALSE,"NA"
I370,CIR003,FALSE,FALSE,"NA"
I371,CIR003,FALSE,FALSE,"NA"
I372,CIR003,FALSE,FALSE,"NA"
I378,CIR003,FALSE,FALSE,"NA"
I379,CIR003,FALSE,FALSE,"NA"
I38,CIR004,TRUE,TRUE,Other
I39,XXX000,FALSE,FALSE,"NA"
I400,CIR005,TRUE,FALSE,"NA"
I401,CIR005,TRUE,FALSE,"NA"
I408,CIR005,TRUE,FALSE,"NA"
I409,CIR005,TRUE,FALSE,"NA"
I41,XXX000,FALSE,FALSE,"NA"
I420,CIR005,TRUE,FALSE,"NA"
I421,CIR005,TRUE,FALSE,"NA"
I422,CIR005,TRUE,FALSE,"NA"
I423,CIR005,TRUE,FALSE,"NA"
I424,CIR005,TRUE,FALSE,"NA"
I425,CIR005,TRUE,FALSE,"NA"
I426,CIR005,TRUE,FALSE,"NA"
I427,INJ030,FALSE,FALSE,"NA"
I428,CIR005,TRUE,FALSE,"NA"
I429,CIR005,TRUE,FALSE,"NA"
I43,XXX000,FALSE,FALSE,"NA"
I440,CIR016,FALSE,FALSE,"NA"
I441,CIR016,FALSE,FALSE,"NA"
I442,CIR016,FALSE,FALSE,"NA"
I443,CIR016,FALSE,FALSE,"NA"
I444,CIR016,FALSE,FALSE,"NA"
I445,CIR016,FALSE,FALSE,"NA"
I446,CIR016,FALSE,FALSE,"NA"
I447,CIR016,FALSE,FALSE,"NA"
I450,CIR016,FALSE,FALSE,"NA"
I451,CIR016,FALSE,FALSE,"NA"
I452,CIR016,FALSE,FALSE,"NA"
I453,CIR016,FALSE,FALSE,"NA"
I454,CIR016,FALSE,FALSE,"NA"
I455,CIR016,FALSE,FALSE,"NA"
I456,CIR016,FALSE,FALSE,"NA"
I458,CIR016,FALSE,FALSE,"NA"
I459,CIR016,FALSE,FALSE,"NA"
I462,XXX000,FALSE,FALSE,"NA"
I468,XXX000,FALSE,FALSE,"NA"
I469,CIR018,FALSE,FALSE,"NA"
I470,CIR017,FALSE,FALSE,"NA"
I471,CIR017,FALSE,FALSE,"NA"
I472,CIR017,FALSE,FALSE,"NA"
I479,CIR017,FALSE,FALSE,"NA"
I480,CIR017,FALSE,FALSE,"NA"
I481,CIR017,FALSE,FALSE,"NA"
I482,CIR017,FALSE,FALSE,"NA"
I483,CIR017,FALSE,FALSE,"NA"
I484,CIR017,FALSE,FALSE,"NA"
I489,CIR017,FALSE,FALSE,"NA"
I490,CIR018,FALSE,FALSE,"NA"
I491,CIR017,FALSE,FALSE,"NA"
I492,CIR017,FALSE,FALSE,"NA"
I493,CIR017,FALSE,FALSE,"NA"
I494,CIR017,FALSE,FALSE,"NA"
I495,CIR017,FALSE,FALSE,"NA"
I498,CIR017,FALSE,FALSE,"NA"
